FISCAL_YEAR,LOCATION_CODE,GEOGRAPHICAL_DISTRICT_CODE,LOCATION_NAME,MANAGED_BY_NAME,PRIMARY_BUILDING_CODE,PRIMARY_ADDRESS_LINE_1,STATE_CODE,LONGITUDE,LATITUDE,COMMUNITY_DISTRICT,COUNCIL_DISTRICT,CENSUS_TRACT,BOROUGH_BLOCK_LOT,NTA,NTA_NAME
2019,R052,31,P.S. 052 John C. Thompson,DOE,R052,450 BUEL AVENUE,NY,40.58255,-74.089012,502,50,11201,5037050001,SI36,Old Town-Dongan Hills-South Beach
2019,R053,31,The Barbara Esselborn School,DOE,R053,330 DURANT AVENUE,NY,40.551926,-74.13664,503,51,13203,5051060001,SI54,Great Kills
2019,R054,31,P.S. 054 Charles W. Leng,DOE,R054,1060 WILLOWBROOK ROAD,NY,40.602779,-74.137259,502,50,27302,5019870104,SI05,New Springville-Bloomfield-Travis
2019,R055,31,P.S. 055 Henry M. Boehm,DOE,R055,54 OSBORNE STREET,NY,40.536625,-74.163037,503,51,15602,5053360001,SI01,Annadale-Huguenot-Prince's Bay-Eltingville
2019,R056,31,P.S. 56 The Louis Desario School,DOE,R056,250 KRAMER AVENUE,NY,40.541856,-74.213943,503,51,20801,5070440001,SI32,Rossville-Woodrow
2019,R057,31,P.S. 057 Hubert H. Humphrey,DOE,R057,140 PALMA DRIVE,NY,40.611136,-74.083799,501,49,4000,5028880040,SI08,Grymes Hill-Clifton-Fox Hills
2019,R058,31,Space Shuttle Columbia School,DOE,R058,77 MARSH AVENUE,NY,40.582791,-74.160867,502,51,27702,5024500305,SI24,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill
2019,R059,31,The Harbor View School,DOE,R059,300 Richmond Terrace,NY,40.647898,-74.083408,501,49,700,5000140032,SI22,West New Brighton-New Brighton-St. George
2019,R060,31,P.S. 060 Alice Austen,DOE,R060,55 MERRILL AVENUE,NY,40.610604,-74.162634,502,50,29104,5015800044,SI05,New Springville-Bloomfield-Travis
2019,R061,31,I.S. 061 William A Morris,DOE,R061,445 CASTLETON AVENUE,NY,40.634497,-74.097941,501,49,6700,5001000100,SI35,New Brighton-Silver Lake
2019,R062,31,The Kathleen Grimm School for Leadership and Susta,DOE,R062,644 Bloomingdale Road,NY,40.541563,-74.217934,503,51,22600,5070920039,SI11,Charleston-Richmond Valley-Tottenville
2019,R063,31,Marsh Avenue School for Expeditionary Learning,DOE,R043,100 ESSEX DRIVE,NY,40.581958,-74.159343,502,51,27702,5024500320,SI24,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill
2019,R064,31,Gaynor McCown Expeditionary Learning School,DOE,R043,100 ESSEX DRIVE,NY,40.581958,-74.159343,502,51,27702,5024500320,SI24,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill
2019,R065,31,P.S. 65 The Academy of Innovative Learning,DOE,R829,98 GRANT STREET,NY,40.633666,-74.078337,501,49,2100,5005060081,SI37,Stapleton-Rosebank
2019,R067,31,John W. Lavelle Preparatory Charter School,Charter,RAHR,1 TELEPORT DRIVE,NY,40.607104,-74.178183,502,50,29103,5021650200,SI05,New Springville-Bloomfield-Travis
2019,R068,31,Port Richmond School for Visionary Learning,DOE,R066,1625 FOREST AVENUE,NY,40.624781,-74.142526,501,49,24700,5010650007,SI28,Port Richmond
2019,R069,31,P.S. 069 Daniel D. Tompkins,DOE,R069,144 KEATING PLACE,NY,40.59148,-74.157327,502,51,27705,5023660073,SI24,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill
2019,R070,31,Lois and Richard Nicotra Early College Charter Sch,Charter,RAHR,1 TELEPORT DRIVE,NY,40.607104,-74.178183,502,50,29103,5021650200,SI05,New Springville-Bloomfield-Travis
2019,R072,31,I.S. 072 Rocco Laurie,DOE,R072,33 FERNDALE AVENUE,NY,40.592132,-74.158618,502,51,27706,5023640001,SI24,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill
2019,R073,31,New World Preparatory Charter School,Charter,RABX,26 SHARPE AVENUE,NY,40.639677,-74.137166,501,49,20700,5010840062,SI28,Port Richmond
2019,R074,31,P.S. 74 Future Leaders Elementary School,DOE,R831,211 DANIEL LOW TERRACE,NY,40.638993,-74.079438,501,49,1100,5000180006,SI22,West New Brighton-New Brighton-St. George
2019,R075,31,I.S. 075 Frank D. Paulo,DOE,R075,455 HUGUENOT AVENUE,NY,40.544535,-74.197033,503,51,17010,5060500002,SI48,Arden Heights
2019,R078,31,P.S. 78,DOE,R014,100 TOMPKINS AVENUE,NY,40.622415,-74.079228,501,49,2900,5005450110,SI37,Stapleton-Rosebank
2019,R080,31,The Michael J. Petrides School,DOE,R880,715 OCEAN TERRACE,NY,40.607637,-74.105883,502,50,17700,5006830001,SI24,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill
2019,R373,31,P.S. R373,DOE,R040,91 HENDERSON AVENUE,NY,40.64118,-74.095454,501,49,8100,5000730064,SI22,West New Brighton-New Brighton-St. George
2019,R440,31,New Dorp High School,DOE,R435,465 NEW DORP LANE,NY,40.570909,-74.105878,502,50,11202,5039300010,SI45,New Dorp-Midland Beach
2019,R445,31,Port Richmond High School,DOE,R445,85 ST JOSEPHS AVENUE,NY,40.635562,-74.141924,501,49,21300,5011210001,SI28,Port Richmond
2019,R450,31,Curtis High School,DOE,R450,105 HAMILTON AVENUE,NY,40.645436,-74.082149,501,49,700,5000220001,SI22,West New Brighton-New Brighton-St. George
2019,R455,31,Tottenville High School,DOE,R455,100 LUTEN AVENUE,NY,40.528152,-74.193431,503,51,19800,5066130001,SI01,Annadale-Huguenot-Prince's Bay-Eltingville
2019,R460,31,Susan E. Wagner High School,DOE,R460,1200 MANOR ROAD,NY,40.588985,-74.130819,502,50,18100,5009550100,SI24,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill
2019,R470,31,Concord High School,DOE,R470,109 RHINE AVENUE,NY,40.61062,-74.087072,501,49,4000,5028850001,SI08,Grymes Hill-Clifton-Fox Hills
2019,R600,31,Ralph R. McKee Career and Technical Education High,DOE,R600,290 ST MARKS PLACE,NY,40.64282,-74.079263,501,49,900,5000190004,SI22,West New Brighton-New Brighton-St. George
2019,R601,31,Region 7,DOE,R080,715 OCEAN TERRACE,NY,40.607637,-74.105883,502,50,17700,5006830001,SI24,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill
2019,R605,31,Staten Island Technical High School,DOE,R440,485 CLAWSON STREET,NY,40.568299,-74.117086,502,50,13400,5042440001,SI45,New Dorp-Midland Beach
2019,R699,31,Regional Operations Center F,DOE,R080,715 OCEAN TERRACE,NY,40.607637,-74.105883,502,50,17700,5006830001,SI24,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill
2019,R721,31,The Richard H. Hungerford School,DOE,R722,155 TOMPKINS AVENUE,NY,40.620835,-74.077054,501,49,2700,5005340075,SI37,Stapleton-Rosebank
2019,R831,31,District 31 Superintendent Office,DOE,R080,715 OCEAN TERRACE,NY,40.607637,-74.105883,502,50,17700,5006830001,SI24,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill
2019,R861,31,Staten Island School of Civic Leadership,DOE,R861,280 REGIS DRIVE,NY,40.62031,-74.164427,501,49,30301,5016530001,SI12,Mariner's Harbor-Arlington-Port Ivory-Graniteville
2019,X001,7,P.S. 001 Courtlandt School,DOE,X001,335 EAST 152 STREET,NY,40.819331,-73.919634,201,17,6700,2024110119,BX34,Melrose South-Mott Haven North
2019,X003,10,P.S. 3 Raul Julia Micro Society,DOE,X003,2100 LAFONTAINE AVENUE,NY,40.850131,-73.89163,206,15,37504,2030620043,BX17,East Tremont
2019,X004,9,P.S./M.S. 004 Crotona Park West,DOE,X004,1701 FULTON AVENUE,NY,40.841758,-73.897943,203,15,16500,2029300075,BX01,Claremont-Bathgate
2019,X005,7,P.S. 5 Port Morris,DOE,X005,564 JACKSON AVENUE,NY,40.813896,-73.908358,201,8,7300,2026420001,BX34,Melrose South-Mott Haven North
2019,X006,12,P.S. 006 West Farms,DOE,X006,1000 EAST TREMONT AVENUE,NY,40.840445,-73.882531,206,17,35900,2030050010,BX17,East Tremont
2019,X007,10,Milton Fein School,DOE,X007,3201 KINGSBRIDGE AVENUE,NY,40.881562,-73.905697,208,11,28700,2057560195,BX29,Spuyten Duyvil-Kingsbridge
2019,X008,10,P.S. 008 Isaac Varian,DOE,X008,3010 BRIGGS AVENUE,NY,40.872259,-73.883339,207,11,41500,2032990060,BX05,Bedford Park-Fordham North
2019,X009,10,P.S. 9 Ryer Avenue Elementary School,DOE,X009,230 EAST 183 STREET,NY,40.85644,-73.898821,205,15,38301,2031500010,BX40,Fordham South
2019,X010,8,P.S. X010,DOE,X101,2750 LAFAYETTE AVENUE,NY,40.82708,-73.829211,210,13,15200,2055470001,BX52,Schuylerville-Throgs Neck-Edgewater Park
2019,X011,9,P.S. 011 Highbridge,DOE,X011,1257 OGDEN AVENUE,NY,40.839693,-73.92589,204,16,20100,2025290081,BX26,Highbridge
2019,X012,11,P.S. X012 Lewis and Clark School,DOE,X012,2555 TRATMAN AVENUE,NY,40.840625,-73.844685,210,13,20000,2039830001,BX37,Van Nest-Morris Park-Westchester Square
2019,X014,8,P.S. X014 Senator John Calandra,DOE,X014,3047 BRUCKNER BOULEVARD,NY,40.835318,-73.826277,210,13,18400,2053130092,BX52,Schuylerville-Throgs Neck-Edgewater Park
2019,X015,10,P.S. X015 Institute for Environmental Learning,DOE,X015,2195 ANDREWS AVENUE,NY,40.859243,-73.909763,207,14,25500,2032240009,BX30,Kingsbridge Heights
2019,X016,11,P.S. 016 Wakefield,DOE,X016,4550 CARPENTER AVENUE,NY,40.902311,-73.854231,212,11,41400,2050760031,BX62,Woodlawn-Wakefield
2019,X017,7,P.S. X017,DOE,X184,778 FOREST AVENUE,NY,40.818703,-73.905389,201,17,7700,2026550030,BX34,Melrose South-Mott Haven North
2019,X018,7,P.S. 018 John Peter Zenger,DOE,X018,502 MORRIS AVENUE,NY,40.816369,-73.922697,201,8,5100,2023240008,BX39,Mott Haven-Port Morris
2019,X019,11,P.S. 019 Judith K. Weiss,DOE,X019,4318 KATONAH AVENUE,NY,40.899351,-73.866949,212,11,45102,2033860001,BX62,Woodlawn-Wakefield
2019,X020,10,"PS/MS 20 P.O.George J. Werdann, III",DOE,X020,3050 WEBSTER AVENUE,NY,40.869482,-73.878731,207,11,42500,2033300001,BX43,Norwood
2019,X021,11,P.S. 021 Philip H. Sheridan,DOE,X021,715 EAST 225 STREET,NY,40.887888,-73.85942,212,12,40600,2048390039,BX44,Williamsbridge-Olinville
2019,X022,9,J.H.S. 022 Jordan L. Mott,DOE,X022,270 EAST 167 STREET,NY,40.832022,-73.91435,204,16,17500,2024380050,BX14,East Concourse-Concourse Village
2019,X023,10,P.S. 023 The New Children's School,DOE,X023,2151 WASHINGTON AVENUE,NY,40.853294,-73.894951,206,15,39500,2030370079,BX01,Claremont-Bathgate
2019,X024,10,P.S. 024 Spuyten Duyvil,DOE,X024,660 WEST 236 STREET,NY,40.886922,-73.915114,208,11,30900,2059170140,BX22,North Riverdale-Fieldston-Riverdale
2019,X025,7,P.S. 025 Bilingual School,DOE,X025,811 EAST 149 STREET,NY,40.812895,-73.905751,201,8,7900,2026640001,BX34,Melrose South-Mott Haven North
2019,X028,9,P.S. 028 Mount Hope,DOE,X028,1861 ANTHONY AVENUE,NY,40.848344,-73.903821,205,15,23302,2028040031,BX41,Mount Hope
2019,X029,7,P.S./M.S. 029 Melrose School,DOE,X029,758 COURTLANDT AVENUE,NY,40.821544,-73.916419,201,17,6900,2024030001,BX34,Melrose South-Mott Haven North
2019,X030,7,P.S. 030 Wilton,DOE,X030,510 EAST 141 STREET,NY,40.809023,-73.917417,201,8,3900,2022670015,BX39,Mott Haven-Port Morris
2019,X031,7,P.S./M.S. 031 The William Lloyd Garrison,DOE,X151,250 EAST 156 STREET,NY,40.822574,-73.92114,204,17,6100,2024430190,BX14,East Concourse-Concourse Village
2019,X032,10,P.S. 032 Belmont,DOE,X032,690 EAST 183 STREET,NY,40.851724,-73.88622,206,15,39100,2030850001,BX06,Belmont
2019,X033,10,P.S. 033 Timothy Dwight,DOE,X033,2424 JEROME AVENUE,NY,40.861698,-73.901268,205,14,23900,2031880020,BX40,Fordham South
2019,X035,9,P.S. 035 Franz Siegel,DOE,X035,261 EAST 163 STREET,NY,40.828009,-73.917705,204,16,18302,2024460043,BX14,East Concourse-Concourse Village
2019,X036,8,P.S. 036 Unionport,DOE,X036,1070 CASTLE HILL AVENUE,NY,40.82948,-73.849791,209,18,7800,2038170001,BX59,Westchester-Unionport
2019,X037,10,P.S. X037 - Multiple Intelligence School,DOE,X037,360 WEST 230 STREET,NY,40.877935,-73.913694,208,11,29302,2057160725,BX29,Spuyten Duyvil-Kingsbridge
2019,X041,11,P.S. 041 Gun Hill Road,DOE,X041,3352 OLINVILLE AVENUE,NY,40.874754,-73.867834,212,12,37400,2046240015,BX44,Williamsbridge-Olinville
2019,X042,9,P.S. 042 Claremont,DOE,X042,1537 WASHINGTON AVENUE,NY,40.838636,-73.903243,203,16,16900,2029030023,BX01,Claremont-Bathgate
2019,X043,7,P.S. 043 Jonas Bronck,DOE,X043,165 BROWN PLACE,NY,40.806452,-73.921593,201,8,2500,2022800040,BX39,Mott Haven-Port Morris
2019,X044,12,P.S. 044 David C. Farragut,DOE,X044,1825 PROSPECT AVENUE,NY,40.842564,-73.891086,206,17,36902,2029490064,BX17,East Tremont
2019,X045,10,Thomas C. Giordano Middle School 45,DOE,X045,2502 LORILLARD PLACE,NY,40.858389,-73.887026,206,15,38700,2030670001,BX06,Belmont
2019,X046,10,P.S. 046 Edgar Allan Poe,DOE,X046,279 EAST 196 STREET,NY,40.867169,-73.890402,207,15,40501,2032950001,BX05,Bedford Park-Fordham North
2019,X047,12,P.S. 047 John Randolph,DOE,X047,1794 EAST 172 STREET,NY,40.832529,-73.866974,209,18,7600,2037860016,BX08,West Farms-Bronx River
2019,X048,8,P.S. 048 Joseph R. Drake,DOE,X048,1290 SPOFFORD AVENUE,NY,40.814034,-73.886834,202,17,9300,2027660001,BX27,Hunts Point
2019,X049,7,P.S. 049 Willis Avenue,DOE,X049,383 EAST 139 STREET,NY,40.810413,-73.92273,201,8,3900,2023020040,BX39,Mott Haven-Port Morris
2019,X051,10,P.S. 051 Bronx New School,DOE,X781,695 EAST 182ND STREET,NY,40.850674,-73.886997,206,15,39100,2030840001,BX06,Belmont
2019,X053,9,P.S. 053 Basheer Quisim,DOE,X053,360 EAST 168 STREET,NY,40.832648,-73.911906,204,16,17500,2024350075,BX14,East Concourse-Concourse Village
2019,X054,10,P.S./I.S. 54,DOE,X054,2703 WEBSTER AVENUE,NY,40.864872,-73.88794,207,15,40502,2032780014,BX05,Bedford Park-Fordham North
2019,X055,9,P.S. 055 Benjamin Franklin,DOE,X055,450 SAINT PAUL'S PLACE,NY,40.835934,-73.90497,203,16,14702,2029020001,BX01,Claremont-Bathgate
2019,X056,10,P.S. 056 Norwood Heights,DOE,X056,341 EAST 207 STREET,NY,40.875481,-73.874912,207,11,42902,2033510001,BX43,Norwood
2019,X057,12,P.S. 057 Crescent,DOE,X057,2111 CROTONA AVENUE,NY,40.848748,-73.888987,206,15,37300,2030810026,BX17,East Tremont
2019,X058,9,P.S. 058,DOE,X058,459 EAST 176 STREET,NY,40.846383,-73.898826,206,15,39500,2029090032,BX01,Claremont-Bathgate
2019,X059,10,P.S. 059 The Community School of Technology,DOE,X059,2185 BATHGATE AVENUE,NY,40.853141,-73.893639,206,15,39500,2030490037,BX01,Claremont-Bathgate
2019,X061,12,P.S. 061 Francisco Oller,DOE,X061,1550 CROTONA PARK EAST,NY,40.836156,-73.892784,203,17,15300,2029390045,BX75,Crotona Park East
2019,X062,8,P.S. 062 Inocensio Casanova,DOE,X062,660 FOX STREET,NY,40.813736,-73.900161,202,8,8300,2026830065,BX33,Longwood
2019,X063,9,P.S. 063 Author's Academy,DOE,X063,1260 FRANKLIN AVENUE,NY,40.83093,-73.901859,203,16,14900,2026150014,BX35,Morrisania-Melrose
2019,X065,7,P.S. 065 Mother Hale Academy,DOE,X065,677 EAST 141 STREET,NY,40.807916,-73.912557,201,8,3300,2025710001,BX39,Mott Haven-Port Morris
2019,X066,12,P.S. 066 School of Higher Expectations,DOE,X066,1001 JENNINGS STREET,NY,40.831493,-73.88654,203,17,15700,2030080001,BX75,Crotona Park East
2019,X067,12,P.S. 067 Mohegan School,DOE,X067,2024 MOHEGAN AVENUE,NY,40.843781,-73.884192,206,17,36300,2031230003,BX17,East Tremont
2019,X068,11,P.S. 068 Bronx,DOE,X068,4011 MONTICELLO AVENUE,NY,40.891603,-73.83888,212,12,42600,2049860081,BX62,Woodlawn-Wakefield
2019,X069,8,P.S. 069 Journey Prep School,DOE,X069,560 THIERIOT AVENUE,NY,40.8167,-73.86046,209,18,1600,2035240020,BX09,Soundview-Castle Hill-Clason Point-Harding Park
2019,X070,9,P.S. 070 Max Schoenfeld,DOE,X070,1691 WEEKS AVENUE,NY,40.844236,-73.90807,204,15,22902,2027930028,BX41,Mount Hope
2019,X071,8,P.S. 071 Rose E. Scala,DOE,X071,3040 ROBERTS AVENUE,NY,40.845379,-73.829562,210,13,26602,2041710001,BX10,Pelham Bay-Country Club-City Island
2019,X072,8,P.S. 072 Dr. William Dorney,DOE,X072,2951 DEWEY AVENUE,NY,40.823237,-73.818172,210,13,15800,2054400001,BX52,Schuylerville-Throgs Neck-Edgewater Park
2019,X073,9,P.S. 073 Bronx,DOE,X073,1020 ANDERSON AVENUE,NY,40.832609,-73.926415,204,8,18900,2025040082,BX26,Highbridge
2019,X075,8,P.S. 75 School of Research and Discovery,DOE,X075,984 FAILE STREET,NY,40.822314,-73.888948,202,17,11900,2027470001,BX27,Hunts Point
2019,X076,11,P.S. 076 The Bennington School,DOE,X076,900 ADEE AVENUE,NY,40.869059,-73.860928,211,12,34200,2045520010,BX31,Allerton-Pelham Gardens
2019,X077,10,Bedford Park Elementary School,DOE,X177,3177 WEBSTER AVENUE,NY,40.872559,-73.875375,207,11,42500,2033530040,BX43,Norwood
2019,X078,11,P.S. 078 Anne Hutchinson,DOE,X078,1400 NEEDHAM AVENUE,NY,40.878474,-73.850563,212,12,38600,2047190001,BX03,Eastchester-Edenwald-Baychester
2019,X080,10,J.H.S. 080 The Mosholu Parkway,DOE,X080,149 EAST MOSHOLU PKWY N,NY,40.876819,-73.881245,207,11,41900,2033360035,BX43,Norwood
2019,X080,10,J.H.S. 080 The Mosholu Parkway,DOE,X080,149 EAST MOSHOLU PKWY N,NY,40.876819,-73.881245,207,11,41900,2033360035,BX43,Norwood
2019,X081,10,P.S. 081 Robert J. Christen,DOE,X081,5550 RIVERDALE AVENUE,NY,40.903275,-73.904657,208,11,33700,2058501550,BX22,North Riverdale-Fieldston-Riverdale
2019,X083,11,P.S. 083 Donald Hertz,DOE,X083,950 RHINELANDER AVENUE,NY,40.849176,-73.858769,211,13,24400,2041250001,BX37,Van Nest-Morris Park-Westchester Square
2019,X085,10,P.S. 085 Great Expectations,DOE,X085,2400 MARION AVENUE,NY,40.858689,-73.894682,205,15,38302,2030240021,BX40,Fordham South
2019,X086,10,P.S. 086 Kingsbridge Heights,DOE,X086,2756 RESERVOIR AVENUE,NY,40.869061,-73.897066,207,11,40900,2032470070,BX28,Van Cortlandt Village
2019,X087,11,P.S. 087 Bronx,DOE,X087,1935 BUSSING AVENUE,NY,40.895741,-73.846198,212,12,42800,2050180001,BX62,Woodlawn-Wakefield
2019,X088,9,P.S. X088 - S. Silverstein Little Sparrow School,DOE,X088,1340 SHERIDAN AVENUE,NY,40.837019,-73.913523,204,16,17902,2028300017,BX14,East Concourse-Concourse Village
2019,X089,11,P.S. 089 Bronx,DOE,X089,980 MACE AVENUE,NY,40.862481,-73.859254,211,13,32400,2044440016,BX07,Bronxdale
2019,X091,10,P.S. 091 Bronx,DOE,X091,2200 AQUEDUCT AVENUE,NY,40.858286,-73.907494,205,14,25100,2032080001,BX36,University Heights-Morris Heights
2019,X091,10,P.S. 091 Bronx,DOE,X091,2200 AQUEDUCT AVENUE,NY,40.858286,-73.907494,205,14,25100,2032080001,BX36,University Heights-Morris Heights
2019,X093,8,P.S. 093 Albert G. Oliver,DOE,X093,1535 STORY AVENUE,NY,40.822522,-73.877274,209,17,2800,2036520001,BX09,Soundview-Castle Hill-Clason Point-Harding Park
2019,X094,10,P.S. 094 Kings College School,DOE,X094,3530 KINGS COLLEGE PLACE,NY,40.880661,-73.875268,207,11,43100,2033560036,BX43,Norwood
2019,X095,10,P.S. 095 Sheila Mencher,DOE,X095,3961 HILLMAN AVENUE,NY,40.883049,-73.891664,208,11,28100,2032520182,BX28,Van Cortlandt Village
2019,X096,11,P.S. 096 Richard Rodgers,DOE,X096,2385 OLINVILLE AVENUE,NY,40.86073,-73.868986,211,15,33201,2043410013,BX07,Bronxdale
2019,X096,11,P.S. 096 Richard Rodgers,DOE,X096,2385 OLINVILLE AVENUE,NY,40.86073,-73.868986,211,15,33201,2043410013,BX07,Bronxdale
2019,X097,11,P.S. 097 Bronx,DOE,X097,1375 MACE AVENUE,NY,40.863524,-73.846768,211,13,31400,2044740001,BX31,Allerton-Pelham Gardens
2019,X098,12,J.H.S. 098 Herman Ridder,DOE,X098,1619 BOSTON ROAD,NY,40.836245,-73.890591,203,17,15500,2029390093,BX75,Crotona Park East
2019,X100,8,P.S. 100 Isaac Clason,DOE,X100,800 TAYLOR AVENUE,NY,40.822552,-73.86276,209,18,4200,2036410001,BX09,Soundview-Castle Hill-Clason Point-Harding Park
2019,X101,8,M.S. X101 Edward R. Byrne,DOE,X101,2750 LAFAYETTE AVENUE,NY,40.82708,-73.829211,210,13,15200,2055470001,BX52,Schuylerville-Throgs Neck-Edgewater Park
2019,X103,11,P.S. 103 Hector Fontanez,DOE,X103,4125 CARPENTER AVENUE,NY,40.892198,-73.86194,212,12,42000,2048230001,BX44,Williamsbridge-Olinville
2019,X105,11,P.S. 105 Sen Abraham Bernstein,DOE,X105,725 BRADY AVENUE,NY,40.853075,-73.866264,211,13,22404,2042880001,BX49,Pelham Parkway
2019,X106,11,P.S. 106 Parkchester,DOE,X106,1514 OLMSTEAD AVENUE,NY,40.836974,-73.854823,209,18,22200,2039460007,BX46,Parkchester
2019,X107,8,P.S. 107,DOE,X107,1695 SEWARD AVENUE,NY,40.819221,-73.868735,209,18,2000,2035910050,BX09,Soundview-Castle Hill-Clason Point-Harding Park
2019,X108,11,P.S. 108 Philip J. Abinanti,DOE,X108,1166 NEILL AVENUE,NY,40.8547,-73.8532,211,13,28800,2042750001,BX49,Pelham Parkway
2019,X109,9,P.S. 109 Sedgwick,DOE,X109,1771 POPHAM AVENUE,NY,40.851661,-73.918991,205,14,20502,2028770393,BX36,University Heights-Morris Heights
2019,X10C,11,District 11 Superintendent Office,DOE,X121,2750 THROOP AVENUE,NY,40.866474,-73.85051,211,13,34800,2045260001,BX31,Allerton-Pelham Gardens
2019,X10C,11,District 11 Superintendent Office,DOE,X121,2750 THROOP AVENUE,NY,40.866474,-73.85051,211,13,34800,2045260001,BX31,Allerton-Pelham Gardens
2019,X110,9,P.S. 110 Theodore Schoenfeld,DOE,X110,580 CROTONA PARK SOUTH,NY,40.83447,-73.900654,203,16,14900,2029320001,BX35,Morrisania-Melrose
2019,X111,11,P.S. 111 Seton Falls,DOE,X111,3740 BAYCHESTER AVENUE,NY,40.884371,-73.839288,212,12,48400,2049160001,BX03,Eastchester-Edenwald-Baychester
2019,X112,11,P.S. 112 Bronxwood,DOE,X112,1925 SCHIEFFELIN AVENUE,NY,40.88494,-73.843977,212,12,45800,2049050500,BX03,Eastchester-Edenwald-Baychester
2019,X114,9,P.S. X114 - Luis Llorens Torres Schools,DOE,X114,1155 CROMWELL AVENUE,NY,40.834979,-73.923297,204,16,6300,2024950100,BX63,West Concourse
2019,X117,9,I.S. 117 Joseph H. Wade,DOE,X117,1865 MORRIS AVENUE,NY,40.848552,-73.909022,205,14,23301,2028270001,BX41,Mount Hope
2019,X118,10,J.H.S. 118 William W. Niles,DOE,X118,577 EAST 179 STREET,NY,40.848702,-73.892482,206,15,37504,2030690001,BX17,East Tremont
2019,X119,8,The Dr. Emmett W. Bassett School,DOE,X119,1075 PUGSLEY AVENUE,NY,40.828474,-73.857392,209,18,4001,2037890021,BX55,Soundview-Bruckner
2019,X121,11,P.S. 121 Throop,DOE,X121,2750 THROOP AVENUE,NY,40.866474,-73.85051,211,13,34800,2045260001,BX31,Allerton-Pelham Gardens
2019,X121,11,P.S. 121 Throop,DOE,X121,2750 THROOP AVENUE,NY,40.866474,-73.85051,211,13,34800,2045260001,BX31,Allerton-Pelham Gardens
2019,X123,8,J.H.S. 123 James M. Kieran,DOE,X123,1025 MORRISON AVENUE,NY,40.824989,-73.874162,209,18,4800,2037180001,BX55,Soundview-Bruckner
2019,X124,12,Children's Aid College Prep Charter School,Charter,X193,1919 PROSPECT AVENUE,NY,40.843705,-73.890145,206,17,36901,2029510032,BX17,East Tremont
2019,X126,9,P.S. 126 Dr Marjorie H Dunbar,DOE,X126,175 WEST 166 STREET,NY,40.835866,-73.9282,204,16,19900,2025260083,BX26,Highbridge
2019,X127,11,J.H.S. 127 The Castle Hill,DOE,X127,1560 PURDY STREET,NY,40.838759,-73.853203,209,18,22200,2039480055,BX46,Parkchester
2019,X128,9,Mott Hall III,DOE,X110,580 CROTONA PARK SOUTH,NY,40.83447,-73.900654,203,16,14900,2029320001,BX35,Morrisania-Melrose
2019,X129,12,M.S. 129 Academy for Independent Learning and Lead,DOE,X129,2055 MAPES AVENUE,NY,40.846128,-73.886721,206,15,37100,2031090001,BX17,East Tremont
2019,X130,8,P.S. 130 Abram Stevens Hewitt,DOE,X130,750 PROSPECT AVENUE,NY,40.817742,-73.901709,202,17,8500,2026880001,BX33,Longwood
2019,X131,8,J.H.S. 131 Albert Einstein,DOE,X131,885 BOLTON AVENUE,NY,40.822925,-73.859998,209,18,4200,2036440001,BX09,Soundview-Castle Hill-Clason Point-Harding Park
2019,X132,9,P.S. 132 Garret A. Morgan,DOE,X132,1245 WASHINGTON AVENUE,NY,40.832175,-73.907133,203,16,14500,2023900001,BX01,Claremont-Bathgate
2019,X133,9,Icahn Charter School 6,Charter,X004,1701 FULTON AVENUE,NY,40.841758,-73.897943,203,15,16500,2029300075,BX01,Claremont-Bathgate
2019,X134,12,P.S. 134 George F. Bristow,DOE,X134,1330 BRISTOW STREET,NY,40.831613,-73.894241,203,17,15300,2029650082,BX75,Crotona Park East
2019,X138,8,P.S. 138 Samuel Randall,DOE,X138,2060 LAFAYETTE AVENUE,NY,40.822288,-73.853157,209,18,7400,2036090016,BX09,Soundview-Castle Hill-Clason Point-Harding Park
2019,X140,8,P.S. X140 The Eagle School,DOE,X140,916 EAGLE AVENUE,NY,40.823318,-73.907489,203,17,18500,2026270009,BX35,Morrisania-Melrose
2019,X141,10,Riverdale / Kingsbridge Academy (Middle School / H,DOE,X141,660 WEST 237 STREET,NY,40.887407,-73.914141,208,11,30900,2059180376,BX22,North Riverdale-Fieldston-Riverdale
2019,X144,11,J.H.S. 144 Michelangelo,DOE,X144,2545 GUNTHER AVENUE,NY,40.863842,-73.836525,211,13,31000,2044930001,BX31,Allerton-Pelham Gardens
2019,X146,8,P.S. 146 Edward Collins,DOE,X146,968 CAULDWELL AVENUE,NY,40.824717,-73.905734,203,16,18500,2026320027,BX35,Morrisania-Melrose
2019,X150,12,P.S. 150 Charles James Fox,DOE,X150,920 EAST 167 STREET,NY,40.82471,-73.894349,202,17,12701,2027170005,BX27,Hunts Point
